,0,1,InspName,InspAddress
284,WestEnd,1326 W Madison St,WESTEND BAR & GRILL,1326-1328 W MADISON ST 
285,Pot Pan,1362 N Milwaukee Ave,POT PAN RESTAURANT,1362 N MILWAUKEE AVE 
286,Kurah Mediterranean,1355 S Michigan Ave,KURAH,1355 S MICHIGAN AVE 
287,Gemini,2075 N Lincoln Ave,GEMINI BISTRO,2075 N LINCOLN AVE 
288,Crepe House Cafe,5033 N Elston Ave,CREPE HOUSE CAFE,5033 N ELSTON AVE 
289,Mikkey's Retro Grill,5319 S Hyde Park Blvd,MIKKEY'S 53RD,5319 S HYDE PARK BLVD 
290,Elske,1350 W Randolph St,ELSKE,1350 W RANDOLPH ST 
291,Cermak Produce,3435 S Archer Ave,CERMAK PRODUCE #5 LTD,3435 S ARCHER AVE 
292,Townhouse Restaurant & Wine Bar,111 S Wacker Dr,TOWN HOUSE RESTAURANT & WINE BAR,111 S WACKER DR 
293,Intelligentsia Coffee,3123 N Broadway St,"INTELLIGENTSIA COFFEE & TEA, INC.",3123 N BROADWAY 
294,Miso Asian Kitchen,4449 N Broadway,MISO ASIAN KITCHEN,4449 N BROADWAY 
295,Tiny Giants Infant Learning Center,4421 N Clark St,TINY GIANTS EARLY LEARNING CENTER,4421 N CLARK ST 
296,The Loyalist,177 N Ada St,SMYTH THE LOYALIST,177 N ADA 
297,BLVD Steakhouse,817 W Lake St,MAKO,731 W LAKE ST 
298,IDOF Fresh Mediterranean,60 E Jackson Blvd,ROTI MODERN MEDITERRANEAN,55 E JACKSON BLVD 
299,IDOF Fresh Mediterranean,6558 N Sheridan Rd,IDOF FRESH MEDITERRANIAN,6558 N SHERIDAN RD 
300,Harold's Chicken Shacks,8827 S Stony Island,HAROLD'S CHICKEN,8827 S STONY ISLAND AVE 
301,Blue Line Lounge & Grill,1548 N Damen Ave,BLUE LINE,1548 N DAMEN AVE 
302,Jerk 48,548 E 67th St,JERK 48,548 E 67TH ST 
303,Royal Sushi,7258 W Foster Ave,ROYAL SUSHI,7258 W FOSTER AVE 
304,Taqueria & Restaurant Cd. Hidalgo,7104 N Clark,TAQUERIA  CD  HIDALGO,7104 N CLARK ST 
305,The Boundary Tavern & Grille,1932 W Division St,THE BOUNDARY,1932 W DIVISION ST 
306,Jimmy John's,3328 North Clark St,JIMMY JOHN'S,3328 N CLARK ST 
307,La Pena,4104 W North Ave,LA PENA,4104 W NORTH AVE 
308,Popeyes Louisiana Kitchen,5353 Harlem Ave,POPEYES,5353 N HARLEM AVE 
309,Tolotzin Mexican Cuisine,4431 N Broadway St,"TOLOTZIN MEXICAN CUISINE,LLC",4431 N BROADWAY 
310,Five Guys,6477 N Sheridan Rd,FIVE GUYS BURGERS AND FRIES,6474 N SHERIDAN RD 
311,Zoup!,177 W Washington St,ZOUP!,177 W WASHINGTON ST 
312,Chez Simo Bistro,1968 W Lawrence Ave,CHEZ SIMO,1968 W LAWRENCE AVE 
313,The Boathouse Cafe,1301 N Humboldt Blvd,THE BOATHOUSE CAFE,1301-1331 N HUMBOLDT DR 
314,Nuevo Jalisco,4011 W Armitage,TAQUERIA NUEVO JALISCO,4011 W ARMITAGE AVE 
315,New Delta Family Restaurant,3205 N Cicero Ave,THE NEW DELTA RESTAURANT,3205 N CICERO AVE 
316,Pat's Pizza,2679 N Lincoln Ave,Pat's Pizzaria,2679 N LINCOLN AVE 
317,Chantico Mexican Grill,4457 W Diversey Ave,CHANTICO MEXICAN GRILL,4457-4459 W DIVERSEY AVE 
318,Best BBQ,1648 W 115th St,BEST BBQ,1648 W 115TH ST 
319,Dollop Coffee,1636 W Montrose Ave,DOLLOP COFFEE CO,1636 W MONTROSE AVE 
320,Celeste,111 W Hubbard St,CELESTE,111 W HUBBARD ST 
321,Chelita's Homemade Ice Cream,4442-A N Milwaukee Ave,CHELITA'S HOMEMADE ICE CREAM,4442 N MILWAUKEE AVE 
322,Crosby's Kitchen,3455 N Southport Ave,CROSBY'S KITCHEN,3455-3457 N SOUTHPORT AVE 
323,Cafe Beograd,2933 W Irving Park Rd,ASTORIA CAFE & BAKERY,2954 W IRVING PARK RD 
324,Mekato's Colombian Bakery,5423 N Lincoln Ave,Mekato's Colombian Bakery,5423 N LINCOLN AVE 
325,Blue Fin Sushi Bar,1952 W North Ave,Uni Sushi Bristo,1752 W NORTH AVE 
326,Beck's Chicago,2201 N Clybourn Ave,BECK'S,2201 N CLYBOURN AVE 
327,Yellowtail Sushi Bar and Asian Kitchen,3136 N Broadway St,HATSU HANA RESTAURANT/YELLOWTAIL SUSHI & ASIAN KIT,3136 N BROADWAY 
328,Dead Lawyer's Pub,186 N Wells St,DEAD LAWYER'S PUB,186 N WELLS ST 
329,Harolds Chicken Shack,100 W 87th St,HAROLD'S CHICKEN SHACK #55,100 W 87TH ST 
330,Cosi,230 W Washington St,XANDO COFFEE & BAR / COSI SANDWICH BAR,230 W WASHINGTON ST 
331,Antojos & Shakes,2627 W Division St,ANTOJOS & SHAKES,2627 W DIVISION ST 
332,Angry Pig Tavern,2039 W North Ave,ANGRY PIG TAVERN,2039-2041 W NORTH AVE 
333,Blowfish Contemporary Sushi,1131 W Bryn Mawr Ave,BLOWFISH CONTEMPORARY SUSHI,1131 W BRYN MAWR AVE 
334,Mon Lung,1009 N Ashland Ave,MON LUNG CHOP SUEY,1009 N ASHLAND AVE 
335,Chicago Theater Works,1113 W Belmont Ave,THE CHICAGO THEATER WORKS,1113-1115 W BELMONT AVE 
336,Avy's Pizza,9917 S Ewing Ave,AVY'S PIZZA,9917 S EWING AVE 
337,Center on Halsted,3656 N Halsted St,CENTER ON HALSTED,3656 N HALSTED ST 
338,Hoe Toy Chop Suey,8559 S Stony Island Ave,HOE TOY CHOP SUEY,8559 S STONY ISLAND AVE 
339,Harper Foods,1455 E 57th St,HARPER FOODS,1455 E 57TH ST 
340,HaiSous Vietnamese Kitchen,1800 S Carpenter St,HAISOUS,1800-1802 S CARPENTER ST 
341,Mom's Place,650 N Dearborn St,MOM'S PLACE - A CHICAGO GATHERING SPOT,650 N DEARBORN ST 
342,Trader Joe's,1528 E 55th St,TRADER JOE'S #706,1528 E 55TH ST 
343,Lao Peng You,2020 W Chicago Ave,LAO PENG YOU LLC,2020 W CHICAGO 
344,Jovial Club,9615 S Commercial Ave,JOVIAL CLUB,9615 S COMMERCIAL AVE 
345,Roister,951 W Fulton Market,ROISTER,951 W FULTON MARKET 
346,Shake Shack,316 W Jackson Blvd,SHAKE SHACK,316 W JACKSON BLVD 
347,Just Salad,222 Merchandise Mart Plz,JUST SALAD,222 W MERCHANDISE MART PLZ 
348,Cananas,2310 S Blue Island Ave,CANANAS,2310 S BLUE ISLAND AVE 
349,G & N The King Of Breakfast,5100 W North Ave,TASTE,1922 W NORTH AVE 
350,Ramen-San Whisky Bar,219 N Green St,RAMEN-SAN,219 N GREEN ST 
351,Market Thyme,200 E Randolph,MARKET THYME,200 E RANDOLPH ST 
352,The Radler,2375 N Milwaukee Ave,THE RADLER,2375-2377 N MILWAUKEE AVE 
353,III Forks,180 N Field Blvd,III FORKS,180 N FIELD BLVD 
354,Dunkin',5130 N Broadway St,DUNKIN DONUTS,5130 N BROADWAY 
355,6978 Soul Food,6978 W North Ave,6978 SOUL FOOD,6978 W NORTH AVE 
356,Deli King,410 W 71st St,DELI KING,410 W 71ST ST 
357,Frontier,1072 N Milwaukee Ave,THE FRONTIER,1072 N MILWAUKEE AVE 
358,Subway,29 W Lake St,SUBWAY #51581,29 W LAKE ST 
359,Johnna's Cafe,520 S Western Ave,JOHNNA CAFE,520 S WESTERN AVE 
360,Starlight Restaurant,8300 S Kedzie Ave,L & M STARLIGHT RESTAURANT INC,8300 S KEDZIE AVE 
361,Hoagy House,7116 S Yates Blvd,HOAGY HOUSE,7116 S YATES BLVD 
362,Fried Rice Express,7108 W Higgins Ave,FRIED RICE EXPRESS,7108 W HIGGINS AVE 
363,El Supermercado Martinez,4301 S Archer Ave,EL SUPERMERCADO MARTINEZ,4301 S ARCHER AVE 
364,El Supermercado Martinez,4301 S Archer Ave,SUPERMERCADO MARTINEZ,4301 S ARCHER AVE 
365,Cheesus -  French Market,131 N Clinton St,CHEESUS,131 N CLINTON ST 
366,Salsita,3706 N Halsted St,SALSITA,3706 N HALSTED ST 
367,Pacino's,1010 S Delano Ct,"PACINO'S RC, LLC",1010 S DELANO CT 
368,Tiger Ceviche,131 N Clinton St,TIGER CEVICHE,131 N CLINTON ST 
369,Pita O Grill,1103 W Bryn Mawr Ave,PITA O' GRILLE,1103 W BRYN MAWR AVE 
370,Budacki's Drive In,4739 N Damen Ave,BUDACKI'S DRIVE IN,4739 N DAMEN AVE 
371,Zachi Express,3202 N Broadway St,ZACHI EXPRESS,3202 N Broadway 
372,Bridgeport Restaurant,3500 S Halsted St,BRIDGEPORT RESTAURANT,3500 S HALSTED ST 
373,Chicago Sinai Congregration,15 W Delaware Pl,CHICAGO SINAI CONGREGATION,15 W DELAWARE PL 
374,C-Manny's Mexican Restaurant,3641 W Irving Park Rd,O-MANNY  MEXICAN RESTAURANT,3641 W IRVING PARK RD 
375,Jimmy John's,7329 Irving Park Rd,JIMMY JOHN OF CHICAGO,7329 W IRVING PARK RD 
376,Irving Park Infant Toddler Center,3000 W Montrose Ave,IRVING PARK INFANT TODDLER CENTER,3000 W MONTROSE AVE 
377,Pisolino Italian Market,2755 W Belmont Ave,PISOLINO,2755 W BELMONT AVE 
378,Just Jerk Cafe,119 E 79th St,JUST JERK CAFE,119 E 79TH ST 
379,Janitzio Burrito,2933 N Broadway Ave,JANITZIO BURRITOS Y TAGUERIA,2933 N BROADWAY 
380,Thomas Restaurant,1657 E 87th St,GLADY'S RESTAURANT,1225 E 87TH ST 
381,Boby G,5637 W Grand Ave,BOBY G,5637-5639 W GRAND AVE 
382,Shawarma Stop,947 W Wellington Ave,SHAWARMA STOP,947 W WELLINGTON AVE 
383,Fremont,15 W Illinois St,FREMONT BAR,15 W ILLINOIS ST 
384,Burrito Joint,3947 W Fullerton Ave,BEST TACO & BURRITO JOINT CORP,3947 W FULLERTON AVE 
385,Cermak Fresh Market,4234 N Kedzie,CERMAK PRODUCE,4234 N KEDZIE AVE 
386,The No Exit Cafe,6970 N Glenwood Ave,NO EXIT CAFE,6970 N GLENWOOD AVE 
387,Provisions Cafe,8700 W Bryn Mawr Ave,ISSHIN,1103 W BRYN MAWR AVE 
388,Subway,808 W Jackson Blvd,Subway Sandwiches,808 W JACKSON BLVD 
389,Cocula Restaurant,8847 S Commercial Ave,COCULA RESTAURANT,8847 S COMMERCIAL AVE 
390,Dollop Coffee & Tea,150 N Michigan Ave,DOLLOP,150 N MICHIGAN AVE 
391,Taqueria Diversey,5649 W Diversey Ave,TAQUERIA DIVERSEY,5649 W DIVERSEY AVE 
392,Kids & Company,1750 North Clark St,KIDS + COMPANY CHICAGO,1750 N CLARK ST 
393,The Silver Palm,768 N Milwaukee Ave,THE SILVER PALM RESTAURANT,768 N MILWAUKEE AVE 
394,Lavash Mediterranean Grill,651 W Washington Blvd,LAVASH MEDITERRANEAN GRILL,651 W WASHINGTON BLVD 
395,El Solazo,5600 S Pulaski Rd,EL SOLAZO,5600 S PULASKI RD 
396,HI-VIBE Superfood Juicery,160 W Kinzie St,HI-VIBE,160 W KINZIE ST 
397,Charcoal Flame - Chicago,7003 N Clark St,CHARCOAL FLAME,7003 N CLARK ST 
398,Philz Coffee,1425 E 53rd St,PHILZ COFFEE,1425 E 53RD ST 
399,IDOF Fresh Mediterranean,600 E Grand Ave,IDOF Fresh Mediterranean,600 E GRAND AVE 
400,Roots Handmade Pizza - Chicago,1610 N Wells St,ROOTS HANDMADE PIZZA - SECOND CITY/UTOPIAN TAILGAT,1610 N WELLS ST 
401,Lugano's Pizza,7315 S Kedzie Ave,LUGANOS PIZZA,7315 S KEDZIE AVE 
402,Albany Place Kitchen & Bar,4551 N Pulaski Rd,ALBANY PLACE BAR & GRILL,4551-4553 N PULASKI RD 
403,Howl at the Moon Chicago,26 W Hubbard St,Howl at the Moon,26-30 W HUBBARD ST 
404,Germania Place,108 W Germania Pl,GERMANIA PLACE,108 W GERMANIA PL 
405,Cosi,116 S Michigan Ave,XANDO COFFEE & BAR / COSI SANDWICH BAR,116 S MICHIGAN AVE 
406,Paul's Noodle Shop,3400 N Sheffield,PAUL'S NOODLE SHOP,3400 N SHEFFIELD AVE 
407,The Spa at Eurostars Magnificent Mile,660 N State St,EUROSTARS MAGNIFICENT MILE,660 N STATE ST 
408,Subway Restaurants,240 E 103rd St,SUBWAY,240 E 103RD ST 
409,El Taconazo Restaurant - El Original #1,4124 W North Ave,EL TACONAZO RESTAURANT,4124 W NORTH AVE 
410,Weber Grill Restaurant,539 N State St,WEBER GRILL RESTAURANT,539 N STATE ST 
411,Capt'n Nemo's,3650 N Ashland Ave,CAPT'N NEMOS,3650 N ASHLAND AVE 
412,Jason's Deli,195 N Dearborn St,JASON'S DELI,195 N DEARBORN ST FL 
413,Raj Darbar,2660 N Halsted St,RAJ DARBAR,2660 N HALSTED ST 
414,Whispers At Oak Street Beach,1001 N Lake Shore Dr,WHISPERS AT OAK STREET BEACH,1001 N LAKE SHORE DR 
415,McDonald's,600 N Clark,MCDONALD'S,600 N CLARK ST 
416,Braciole Station,2205 W Montrose Ave,"BRACIOLE STATION, LLC",2205 W MONTROSE AVE 
417,Maison Cuisine,135 N Kedzie,MAISON CUISINE,135 N KEDZIE AVE APT SUITE 129
418,Bluebird,2863 N Clark St,BLUEBIRD,2863 N CLARK ST 
419,Temple Bar,3001 N Ashland Ave,TEMPLE BAR CHICAGO,3001 N ASHLAND AVE 
420,Little Caesars Pizza,7001 N. Clark,LITTLE CAESAR PIZZA #1715,7001 N CLARK ST 
421,Solofra's Sports Bar & Grill,6822 W Archer Ave,SOLOFRA'S SIDELINE TAP INC,6822 W ARCHER AVE 
422,Mr. Gyros,109 W Division St,MR. GYROS INC,107 W DIVISION ST 
423,Molly's Cupcakes,1150 S Wabash Ave,MOLLY'S CUPCAKES,1150 S WABASH AVE 
424,Panaderia Azucar,3415 W Belmont Ave,AZUCAR,3415 W BELMONT AVE 
425,Barraco's Pizza Chicago,3047 W 111th St,BARRACO'S PIZZA,3043-3047 W 111TH ST 
426,Subway,630 S Clark St,SUBWAY SANDWICH,630 S CLARK ST 
427,Harold's Chicken Shack,2132 Michigan Ave,HAROLD'S CHICKEN #71,2132 S MICHIGAN AVE 
428,Francois Frankie,222 W Randolph St,FRANCOIS FRANKIE,222 W RANDOLPH ST 
429,Bayan Ko,1810 W Montrose Ave,BAYAN KO,1810 W MONTROSE AVE 
430,Taco Bell Cantina,407 S. Dearborn,TACO BELL CANTINA,407 S DEARBORN ST 
431,St. Bernard Hospital,326 W 64th St,ST BERNARD HOSPITAL & HEALTH CENTER,326 W 64TH ST 
432,Argo Tea,3135 N Broadway,ARGO TEA,3135 N BROADWAY 
433,Arbella,112 W Grand Ave,ARBELLA,112 W GRAND AVE 
434,Apollos 2000,2875 W Cermak Rd,APOLLO'S 2000,2875 W CERMAK RD 
435,The Northman,4337 N Lincoln Ave,THE NORTHMAN,4337 N LINCOLN AVE 
436,Authentaco,1141 N Ashland Ave,PICANTE'S AUTHENTACO,1141 N ASHLAND AVE 
437,Britton Budd,501 W Surf St,Britton Budd Apartments,501 W SURF ST 
438,Love Street,1325 W Wrightwood Ave,LOVE STREET,1325 W WRIGHTWOOD AVE 
439,Amaru,1904 W N Ave,NEIGHBOR MARKET,1409 W LUNT AVE 
440,Fresh Thyme Market,2500 N Elston Ave,FRESH THYME FARMERS MARKET LLC,2500 N ELSTON AVE 
441,Federales,180 North Morgan St,FEDERALES,180 N MORGAN ST 
442,Cozy Corner Restaurant & Pancake House,5454 N Harlem Ave,Cozy Corner Restaurant and Pancake House,5454 N HARLEM AVE 
443,Christopher House,5235 W Belden Ave,CHRISTOPHER HOUSE,5235 W Belden AVE 
444,Dunkin',5602 N Clark St,DUNKIN DONUTS,5602-5604 N CLARK ST 
445,Lucky Vito's Pizzeria,1950 N Kimball Ave,LUCKY VITO'S PIZZERIA,1948 N KIMBALL AVE 
446,"Hana Sushi, Chinese & Thai",1311 W Taylor St,HANA,1311 W TAYLOR ST 
447,Feyrous Pastries,4510 N Kedzie Ave,FEYROUS PASTRIES,4510 N KEDZIE AVE 
448,Subway,1936 E 95th St,SUBWAY,1936 E 95TH ST 
449,Bella Notte Chicago,1374 W Grand Ave,BELLA NOTTE,1374 W GRAND AVE 
450,Coalfire Pizza,1321 W Grand Ave,COALFIRE,1321 W GRAND AVE 
451,Crisp,2940 N Broadway Ave,CRISP,2940 N BROADWAY 
452,Hutch American Cafe - River North,416 W Ontario St,HUTCH AMERICAN CAFE,416 W ONTARIO ST 
453,Paulette’s Public Market,1221 W 18th St,RIO MARKET,4132 W 16TH ST 
454,Ruth and Phils Gourmet Ice Cream,2636 W Chicago Ave,RUTH AND PHILS GOURMET ICE CREAM,2636 W CHICAGO AVE 
455,Guerrero's Tacos & Pizza,2534 W Division St,GUERRERO'S TACOS AND PIZZA,2534 W DIVISION ST 
456,The Front Room Chicago,844 W Randolph St,THE FRONT ROOM/BACK DOOR SALOON,844 W RANDOLPH ST 
457,Hearth And Crust,3608 W Irving Park Rd,Hearth and Crust Restaurant,3608 W Irving Park RD 
458,La Parada en Pilsen,2059 W 21st St,LA PARADA EN PILSEN,2059 W 21ST ST 
459,Eden South Shore,7156 S Dorchester Ave,EDEN SOUTH SHORE,7156 S DORCHESTER AVE 
460,Halsted Street Deli,400 S La Salle St,HALSTED STREET DELI,400 S LA SALLE ST 
461,Granny-B's,2632 W 71st St,GRANNY B'S,2632 W 71ST ST 
462,Pizzeria Portofino,317 North Clark St,TAQUERIA UPTOWN,7027 N CLARK ST 
463,The New Look Restaurant,2544 E 83rd St,THE NEW LOOK,2544 E 83RD ST 
464,The Original Big 4's Chop Suey,5411 S Harlem Ave,BIG 4'S CHOP SUEY,5411 S HARLEM AVE 
465,Jimmy John's,1519 E 55th St,JIMMY JOHN'S STORE # 722,1519 E 55TH ST 
466,Heartland Cafe,7000 N Glenwood Ave,HEARTLAND CAFE,7000 N GLENWOOD AVE 
467,Zam Zam Middle Eastern Grill,3461 N Clark St,ZAM ZAM MIDDLE EASTERN GRILL,3461 N CLARK ST 
468,Taylor Food Mart,1059 W Taylor St,TAYLOR FOOD MART,1059 W TAYLOR ST 
469,The Whale Chicago,2427 N Milwaukee Ave,THE WHALE CHICAGO,2427-31 N MILWAUKEE AVE 
470,McDonald's,6900 S Lafayette,MCDONALD'S #6113,6900 S LAFAYETTE AVE 
471,Nostalgia Cafe,6140 W Belmont Ave,NOSTALGIA,6140 W BELMONT AVE 
472,Coconutz,13 W Division St,COCONUTZ,13 W DIVISION ST 
473,Dunkin',5700 S Cicero Ave,DUNKIN' DONUTS/JET BOX,5700 S CICERO AVE 
474,Brü Coffeeworks,3005 West Lawrence Ave,BRU COFFEEWORKS,3005 W LAWRENCE AVE 
475,Casa Hernandez,1727 W Lunt Ave,CASA HERNANDEZ,1725 W LUNT 
476,George's Restaurant,3445 S Halsted St,GEORGE'S RESTAURANT,3445 S HALSTED ST 
477,Pleasant House Pub,2119 S Halsted St,PLEASANT HOUSE PUB,2119 S HALSTED ST 
478,Nightwood,2119 S Halsted St,NIGHTWOOD,2119 S HALSTED ST 
479,honeygrow,179 N Morgan St,"HONEYGROW, LLC",179 N MORGAN ST 
480,Goddess and Grocer,1649 N Damen Ave,THE GODDESS AND GROCER,1649 N DAMEN AVE 
481,Silver Spoon Thai Restaurant,710 N Rush St,SILVER SPOON RESTAURANT,710 N RUSH ST 
482,Ghareeb Nawaz Express,807 W Roosevelt Rd,GHAREEB NAWAZ EXPRESS,807 W ROOSEVELT RD 
483,Lips - Chicago,2229 S Michigan Ave,BRIGHT HORIZONS CHICAGO EAST LOOP,225 N MICHIGAN AVE 
484,Gordo's,729 S Dearborn St,GORDO'S HOMEMADE ICE CREAM BARS,729 S DEARBORN ST 
485,Wentworth Seafood House,2229 S Wentworth Ave,WENTWORTH SEAFOOD HOUSE,2229 S WENTWORTH AVE 
486,Farmers Pride Produce,756 N Western Ave,"FARMER PRIDE PRODUCE, INC.",756 N WESTERN AVE 
487,Kindred Chicago Lakeshore,6130 North Sheridan Rd,Red Mango Loyola,6460 N SHERIDAN RD 
488,Acapulco Bakery,6044 W 63rd St,ACAPULCO BAKERY #2 INC.,6044 W 63RD ST 
489,Lakeview Market,1118 S Michigan Ave,"LAKEVIEW MARKET FOOD, WINE & SPIRITS",1118 S MICHIGAN AVE 
490,Bad Hunter,802 W Randolph St,BAD HUNTER,802 W RANDOLPH ST 
491,Chipotle Mexican Grill,2809 N Ashland Ave,CHIPOTLE MEXICAN GRILL,2809 N ASHLAND AVE 
492,teatro zinzanni,32 W Randolph St,TEATRO ZINZANNI,32 W RANDOLPH ST 
493,DanDana,5324 N Kedzie Ave,DANDANA INC.,5324 N KEDZIE AVE 
494,The Purple Pig,444 N Michigan Ave,THE PURPLE PIG,444 N MICHIGAN AVE 
495,Orange,2413 N Clark St,ORANGE,2413-2415 N CLARK ST 
496,Paradise Park,1913 W North Ave,PARADISE PARK,1913-1917 W NORTH AVE 
497,Picnic Wine & Provisions,7301 N Sheridan Rd,PICNIC WINE & PROVISIONS,7301 N SHERIDAN RD 
498,Big Top Restaurant,6348 W Higgins Ave,BIG TOP RESTAURANT,6348 W HIGGINS AVE 
499,Saigon Bistro,6244 N California,"SAIGON BISTRO RESTAURANT, INC",6242-6244 N CALIFORNIA AVE 
500,Sushi X,1136 W Chicago Ave,SUSHI,1136 W CHICAGO AVE 
501,Rizzo's Bar & Inn,3658 N Clark St,Rizzo's Bar & Inn,3658 N CLARK ST 
502,Fulton Galley,1115 W Fulton Market,FULTON GALLEY,1115 W FULTON MARKET 
503,BarTucci,3426 N Harlem Ave,BARTUCCI,3426 N HARLEM AVE 
504,D'amato's Bakery,1124 W Grand Ave,DAMATO BAKERY #1,1124 W GRAND AVE 
505,Da Lobsta,500 W Diversey Pkwy,DA LOBSTA LAKE VIEW,500 W DIVERSEY PKWY 
506,Las Fresas Neveria Y Fruteria,7057 N Clark St,LAS FRESAS,7057 N CLARK ST 
507,4 Yolks,2661 N Harlem Ave,"4 YOLKS,INC",2659-2661 N HARLEM AVE 
508,Mama Luna's,5109 W Fullerton Ave,MAMA LUNA RESTAURANT,5109 W FULLERTON AVE 
509,Gorilla Sushi Logan Square,2735 N Milwaukee Ave,GORILLA SUSHI LOGAN SQUARE,2735 N MILWAUKEE AVE 
510,Highway House,5653 N Northwest Hwy,HIGHWAY HOUSE,5653 N NORTHWEST HWY 
511,Little People Learning Center,5650 S Woodlawn Ave,"LITTLE PEOPLE LEARNING, INC",5650 S WOODLAWN AVE 
512,Taco Bell,3365 S Martin Luther King Drive,TACO BELL 32575,3365 S DR MARTIN LUTHER KING JR DR 
513,Moccozy,3333 N Broadway St,MOCCOZY,3333 N BROADWAY AVE 
514,Buzz Bait Taqueria,1529 N Wells St,BUZZ BAIT,1529 N WELLS ST 
515,Twisted Tapas,1146 W Pratt Blvd,TWISTED TAPAS,1146 W PRATT BLVD 
516,Su Taqueria El Rey Del Taco y Sus Mariscos,7138 N Clark St,SU TAQUERIA EL REY DEL TACO,7138-7140 N CLARK ST 
517,Heavenly Gelato & Ice Cream,2662 N Sawyer Ave,HEAVENLY GELATO,2662 N SAWYER AVE 
518,Chicago Blarney Stone,3424 N Sheffield Ave,Chicago's Blarney Stone,3422-3424 N SHEFFIELD AVE 
519,Machu Picchu Restaurant,3856 N Ashland Ave,MACHU PICCHU,3856 N ASHLAND AVE 
520,Althea,700 N Michigan Ave,ALTHEA BY MKC,700 N MICHIGAN AVE 
521,City Hall Events,838 W Kinzie St,CITY HALL. LLC,838 W KINZIE ST 
522,"Rickette's World Famous Chicken, Fish & BBQ",8601 S Stony Island,HAROLD'S CHICKEN,8827 S STONY ISLAND AVE 
523,Starbucks,31 East Roosevelt Rd,STARBUCKS COFFEE #2639,31 E ROOSEVELT RD 
524,Jimmy Mack Bar,5581 N Northwest Hwy,JIMMY MACK'S,5581 N NORTHWEST HWY 
525,GT Prime Steakhouse,707 North Wells St,GT PRIME,705-707 N WELLS ST 
526,WineStyles Norwood Park,6182 N Northwest Hwy,WINESTYLES,6182 N NORTHWEST HWY 
527,Old Crow Smokehouse,3506 N Clark St,OLD CROW SMOKEHOUSE,3506-3514 N CLARK ST 
528,Hubble Hookah,3308 N Harlem Ave,HUBBLE HOOKAH,3308 N HARLEM AVE 
529,J & J European Deli,5960 W Lawrence Ave,J & J EUROPEAN DELI,5960 W LAWRENCE AVE 
530,El Picosito Jibaro,3216 W Lawrence Ave,EL PICOSITO JIBARO INC.,3216 W LAWRENCE AVE 
531,DeColores,5700 S Cicero Ave,EINSTEIN BAGELS/ DECOLORES,5700 S CICERO AVE 
532,El Potosino Grill,624 N Ashland Ave,EL POTOSINO GRILL,624 N ASHLAND AVE 
533,Rowie's Bakery,5664 N Lincoln Ave,ROWIE'S BAKERY,5664 N LINCOLN AVE 
534,Hilton - Chicago,720 S Michigan Ave,CONRAD CHICAGO,520 N MICHIGAN AVE 
535,Fushing House,9801 S Halsted St,FUSHING CO,9801 S HALSTED ST 
536,City Coffee,5139 N Damen Ave,CITY COFFEE,5139 N DAMEN AVE 
537,"Hotel Chicago Downtown, Autograph Collection",333 N Dearborn St,HOTEL CHICAGO,333 N DEARBORN ST 
538,Chicago Children's House Child Care,233 West Huron St,CHICAGO CHILDREN'S HOUSE,233 W HURON ST 
539,Black Barrel Tavern,1061 W Madison St,THE BLACK BARREL TAVERN,1061 W MADISON ST 
540,Zia's Lago Vista,3819 N Ashland Ave,ZIA'S LAGO VISTA,3817-3819 N ASHLAND AVE 
541,Taco Bell,2407 N. Clark Street,"WARM BELLY BAKERY, LLC",2472 N CLARK ST 
542,Forever Yogurt,2741 N Elston Ave,FOREVER YOGURT,2741 N ELSTON AVE 
543,The Geraghty,2520 S Hoyne Ave,THE GERAGHTY,2520 S HOYNE AVE 
544,Xi'an Dynasty Cuisine,2218 N Lincoln Ave,"XIAN DYNASTY CUISINE, LLC",2218 N LINCOLN AVE 
545,La Michoacana,4618 S Kedzie,TONY'S MICHOACANA,4618 S KEDZIE AVE 
546,Pi18en,1519 W 18th St,PI18EN,1519 W 18TH ST 
547,Thalia Sushi Bistro & Lounge,833 W Chicago Ave,SUSHI,1136 W CHICAGO AVE 
548,Home Run Inn Pizza - 31st St,4254 W 31st St,HOME RUN INN PIZZERIA,4254 W 31ST ST 
549,Mizrahi on Clark,3037 N Clark St,MIZRAHI ON CLARK,3037 N CLARK ST 
550,Smart Love Family Services,2222 N Kedzie Blvd,SMART LOVE FAMILY SERVICES,2222 N KEDZIE BLVD 
551,La Palma Puerto Rican Restaurant,1340 N Homan Ave,LA PALMA RESTAURANT,1340 N HOMAN AVE 
552,China Kitchen,5332 N Cumberland Ave,CHINA KITCHEN,5332 N CUMBERLAND AVE 
553,Autumn Green at Midway Village,6700 South Keating,AUTUMN GREEN AT MIDWAY VILLAGE,6700 S KEATING AVE 
554,Golden Chef Chinese Kitchen,3262 W North Ave,GOLDEN CHEF CHINESE KITCHEN,3262 W NORTH AVE 
555,Revel Bar Chicago,6169 N Northwest Hwy,REVEL BAR CHICAGO 1,6169-6171 N NORTHWEST HWY 
556,7-Eleven,1027 W Addison St,7-ELEVEN #37759 A,1027 W ADDISON ST 
557,Cafe Espresso,5700 S Cicero Ave,CAFE ESPRESSO A,5700 S CICERO AVE 
558,Lost Larson Bakery,5318 N Clark St,LOST LARSON,5318 N CLARK ST 
559,Bobby's Lincoln Park,2518 N Lincoln Ave,BOBBY'S LINCOLN PARK,2518 N LINCOLN AVE 
